codigo,descricao
01,Primeira(o)
02,Segunda(o)
03,Terceira(o)
04,Quarta(o)
05,Quinta(o)
06,Sexta(o)
07,Sétima(o)
08,Oitava(o)
09,Nona(o)
10,Décimo
11,Décimo primeiro
12,Décimo segundo
13,Curso  não classificado em séries ou anos
